Hospital Name,Homepage URL,MRF Link,MRF File Type,Link Status,HTTP Code,Detected From,Notes
Harlingen Medical Center,,https://harlingenmedicalcenter.com/wp-content/uploads/2026/04/562143518_HarlingenMedicalCenter_standardcharges.JSON,json,OK,200,cms-hpt.txt@harlingenmedicalcenter.com,lenient matched 'Harlingen Medical Center'
Haskell Memorial Hospital,https://haskellmemorialhospital.com/nosurprisebilling.html,https://app.box.com/shared/static/8snmebm9qbv4ut7o1a4qqmf7j82pcv84.csv,csv,OK,200,cms-hpt.txt@haskellmemorialhospital.com,matched 'Haskell Memorial Hospital'
Heart Hospital of Austin,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Heart of Texas Memorial Hospital,https://www.heartoftexashealthcare.org/,https://www.heartoftexashealthcare.org/admin/resources/785chargemaster20210317210413.csv,csv,OK,200,url-extension,
Hemphill County Hospital,,https://hchdst.slicedhealth.io/pricer/756002888_HemphillCountyHospitalDistrict_StandardCharges.csv,csv,OK,200,cms-hpt.txt@hchdst.org,lenient matched 'Hemphill County Hospital District'
Hendrick Medical Center,https://www.hendrickhealth.org/locations/hendrick-medical-center/,https://sthpiprd.blob.core.windows.net/machine-readable-files/8291/750827446-1528064649_hendrick-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Hendrick Medical Center Brownwood,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8819/851941193-1184233785_hendrick-medical-center_standardcharges.csv,csv,OK,200,brand:hendrickhealth.org,matched 'Hendrick Medical Center Brownwood'
Hendrick Medical Center South,,https://sthpiprd.blob.core.windows.net/machine-readable-files/10723/750827446-1528064649_hendrick-medical-center_standardcharges.csv,csv,OK,200,brand:hendrickhealth.org,matched 'Hendrick Medical Center South'
Hereford Regional Medical Center,https://dschd.org/price-transparency/,http://dschd.org/wp-content/uploads/2022/11/HRMC_Price_Comparison_Tool.xlsx,xlsx,OK,200,url-extension,
Hickory Trail Hospital,,https://uhsfilecdn.eskycity.net/bh/204976326_hickory-trail_standardcharges.csv,csv,OK,200,cms-hpt.txt@hickorytrail.com,lenient matched 'Hickory Trail Hospital'
Hill Regional Hospital,,https://secure.claraprice.net/price-transparency/EYUF-1731106135200/machine-readable/742425482_hill-regional-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@hillregionalhospital.com,lenient matched 'Hill Regional Hospital'
Horizon Medical Center of McKinney,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Houston Behavioral Healthcare Hospital,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/621801359_hca-houston-southeast_standardcharges.csv,csv,OK,200,url-extension,
Houston Methodist Baytown Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/741287015_houston-methodist-baytown-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist Baytown Hospital'
Houston Methodist Clear Lake Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/464389870_houston-methodist-clear-lake-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist Clear Lake Hospital'
Houston Methodist Continuing Care Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/452118_houston-methodist-continuing-care-hospital_standard-charges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist Continuing Care Hospital'
Houston Methodist Cypress Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/760545192_houston-methodist-cypress-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist Cypress Hospital'
Houston Methodist Hospital,https://www.houstonmethodist.org/,https://www.houstonmethodist.org/-/media/files/patient-resources/74110155_the-methodist-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist Hospital'
Houston Methodist Sugar Land Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/760545192_methodist-sugar-land-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist Sugar Land Hospital'
Houston Methodist The Woodlands Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/760545192_houston-methodist-the-woodlands-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist The Woodlands Hospital'
Houston Methodist West Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/760545192_methodist-west-houston-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist West Hospital'
Houston Methodist Willowbrook Hospital,https://www.houstonmethodist.org/for-patients/patient-resources/billing-insurance/pricing-transparency/,https://www.houstonmethodist.org/-/media/files/patient-resources/760545192_methodist-willowbrook-hospital_standardcharges.ashx,json,OK,200,cms-hpt.txt@www.houstonmethodist.org,matched 'Houston Methodist Willowbrook Hospital'
Houston Physicians' Hospital,http://thephysicianscentre.com/patient-pricing-information/,https://apim.services.craneware.com/api-pricing-transparency/api/public/aeda41f455cbab2353aaa85fdeb8c54d/charges/mrf,csv,OK,200,cms-hpt.txt@thephysicianscentre.com,lenient matched 'The Physicians Centre Hospital'
Hunt Regional Medical Center,,https://huntregional.slicedhealth.io/pricer/00-0000000-1598750721_HuntRegionalHealthcare_standardcharges.CSV,csv,OK,200,cms-hpt.txt,"Found via huntregional.org/cms-hpt.txt. Location 'Hunt Regional Healthcare' = Hunt Regional Medical Center, Greenville TX. Verified ok=true."
Huntsville Memorial Hospital,https://www.huntsvillememorial.com/Specialties-Services/Outpatient-Infusion.aspx,https://secure.claraprice.net/price-transparency/UMJI-1677854847190/machine-readable/843654542_huntsville-memorial-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@www.huntsvillememorial.com,matched 'Huntsville Memorial Hospital'
Independence Heights Hospital,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: independenceheights.org)
Iraan General Hospital,https://app.researchpool.com,https://secure.claraprice.net/price-transparency/PLZI-1733345977145/machine-readable/746003374_iraan-general-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@igh-hospital.com,lenient matched 'Iraan General Hospital'
Jackson County Hospital District,,https://secure.claraprice.net/price-transparency/NBBW-1658955763347/machine-readable/741738475_jackson-county_standardcharges.json,json,OK,200,cms-hpt.txt@jchd.org,lenient matched 'Jackson County Hospital District'
John Peter Smith Hospital,https://www.jpshealthnet.org/locations/jpshospital,https://www.jpshealthnet.org/price-transparency/75-6000439_jps-health-network_standardcharges.csv,csv,OK,200,url-extension,
KPC Promise Hospital of Amarillo,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
KPC Promise Hospital of Dallas,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
KPC Promise Hospital of Wichita Falls,http://www.fallshospital.com/,https://fallshospital.slicedhealth.io/pricer/741471231_falls-community-hospital-and-clinic_standardcharges.csv,csv,OK,200,cms-hpt.txt@www.fallshospital.com,lenient matched 'Falls Community Hospital and Clinic'
Kate Dishman Rehabilitation Hospital Beamount,https://katedishmanrehab.com/price-transparency/,https://katedishmanrehab.com/wp-content/uploads/2021/09/KDRH-Chargemaster.xlsx,xlsx,OK,200,url-extension,
Kerrville State Hospital,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Kerrville VA Hospital,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Kimble Hospital,https://kimblehospital.org,https://machine-readable-files.com/kimble-hospital/262294680_Preferred-Hospital-Leasing-Junction-Inc_standardcharges.csv,csv,OK,200,cms-hpt.txt@kimblehospital.org,matched 'Kimble Hosptial'
Kindred Hospital  Clear Lake,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-clear-lake/patient-experience/what-to-expect,https://hospitalpricedisclosure.com/download.aspx?pi=0n3rv6PR33*__*44UFGopGlJw*-*,json,OK,200,cms-hpt.txt@www.kindredhospitals.com,matched 'Kindred Hospital Clear Lake'
Kindred Hospital  El Paso,https://www.kindredhospitals.com,https://hospitalpricedisclosure.com/download.aspx?pi=bOFKsfm4kC3r1ZIfznsPaQ*-*,json,OK,200,cms-hpt.txt@www.kindredhospitals.com,matched 'Kindred Hosptial El Paso'
Kindred Hospital  Sugar Land,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-sugar-land/patient-experience/what-to-expect,https://hospitalpricedisclosure.com/download.aspx?pi=6tKwT5iOyXzGZvWB*_*atCSQ*-*,json,OK,200,cms-hpt.txt@www.kindredhospitals.com,matched 'Kindred Hospital Sugar Land'
Kindred Hospital Dallas Central,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
Kindred Hospital Houston Medical Center and Acute Rehabilitation Unit,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-houston-medical-center/patient-experience/what-to-expect,https://www.kindredhospitals.com/docs/default-source/default-document-library/locations/transitional-care-hospitals/cms-price-transparency-files/2022-docs/522085561_houston-med-ctr_standardcharges8c0e045edafd66f3a486ff0000603144.csv,csv,NOT_FOUND,404,url-extension,cms-hpt.txt had 60 records; no name-verified match (closest unaccepted: Kindred Hospital Houston Northwest; tried-verify: none passed gate)
Kindred Hospital Houston Northwest and Acute Rehabilitation Unit,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-houston-medical-center/patient-experience/what-to-expect,https://www.kindredhospitals.com/docs/default-source/default-document-library/locations/transitional-care-hospitals/cms-price-transparency-files/2022-docs/522085561_houston-med-ctr_standardcharges8c0e045edafd66f3a486ff0000603144.csv,csv,NOT_FOUND,404,url-extension,cms-hpt.txt had 60 records; no name-verified match (closest unaccepted: Kindred Hospital Houston Northwest; tried-verify: none passed gate)
Kindred Hospital San Antonio,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-san-antonio/patient-experience/what-to-expect,https://hospitalpricedisclosure.com/download.aspx?pi=nzwLAQxQjfbxNNs2D6*_*8xA*-*,json,OK,200,cms-hpt.txt@www.kindredhospitals.com,matched 'Kindred Hospital San Antonio'
Kindred Hospital San Antonio Central,https://www.kindredhospitals.com/locations/ltac/kindred-hospital-san-antonio/patient-experience/what-to-expect,https://hospitalpricedisclosure.com/download.aspx?pi=j6Nl*__*FqS09V01n2EC2Nngw*-*,json,OK,200,cms-hpt.txt@www.kindredhospitals.com,matched 'Kindred Hospital San Antonio Central'
Kindred Hospital Tarrant County - Arlington,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Kindred Hospital Tarrant County - Fort Worth Southwest,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Kingwood Pines Hospital,,https://uhsfilecdn.eskycity.net/bh/731726290_kingwood-pines_standardcharges.csv,csv,OK,200,cms-hpt.txt@kingwoodpines.com,lenient matched 'Kingwood Pines Hospital'
Knapp Medical Center,https://www.knappmed.org/patients-visitors/price-transparency/,https://knappmed.org/wp-content/uploads/2026/04/741393060_KnappMedicalCenter_standardcharges.JSON,json,OK,200,cms-hpt.txt@www.knappmed.org,matched 'Knapp Medical Center'
Knox County Hospital District,,https://secure.claraprice.net/price-transparency/OCFA-1762447939949/machine-readable/750808798_knox-county-hospital-district_standardcharges.json,json,OK,200,cms-hpt.txt@knoxhospital.org,lenient matched 'Knox County Hospital District'
Kyle ER & Hospital,,https://kyleer.com/wp-content/uploads/2026/04/47-2248964_KyleERLLC_standardcharges.csv,csv,OK,200,page-crawl@kyleer.com,found on kyleer.com
La Hacienda Treatment Center,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Lake Granbury Medical Center,https://www.lakegranburymedicalcenter.com/,https://www.lakegranburymedicalcenter.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/752682017_lake-granbury-medical-center_standardcharges.csv,csv,BROKEN,200,cms-hpt.txt@www.lakegranburymedicalcenter.com,re-verify failed: HTTP 503
Lamb Healthcare Center,https://irp.cdn-website.com/,https://irp.cdn-website.com/361966e6/files/uploaded/9.29.22chargemaster.csv,csv,OK,200,url-extension,
Laredo Medical Center,https://www.laredomedical.com,https://www.laredomedical.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/200175530_laredo-medical-center_standardcharges.csv,csv,BROKEN,200,url-extension,re-verify failed: HTTP 503
Laredo Rehabilitation Hospital,https://www.laredomedical.com/pricing-information,https://www.laredomedical.com/Uploads/Public/Documents/charge-masters/200175530_Laredo_standardcharges.csv,csv,NOT_FOUND,404,url-extension,cms-hpt.txt had 1 records; no name-verified match (closest unaccepted: Laredo Medical Center; tried-verify: none passed gate)
Laredo Specialty Hospital,https://www.laredomedical.com/pricing-information,https://www.laredomedical.com/Uploads/Public/Documents/charge-masters/200175530_Laredo_standardcharges.csv,csv,NOT_FOUND,404,url-extension,cms-hpt.txt had 1 records; no name-verified match (closest unaccepted: Laredo Medical Center; tried-verify: none passed gate)
Las Palmas Del Sol Rehabilitation Hospital East,https://www.laspalmasdelsolhealthcare.com,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/74-2499952_LAS-PALMAS-MEDICAL-CENTER_standardcharges.json,json,NOT_FOUND,409,url-extension,cms-hpt.txt had 8 records; no name-verified match (closest unaccepted: LAS PALMAS DEL SOL EMERGENCY CENTER EAST; tried-verify: none passed gate)
Las Palmas Medical Center,https://www.laspalmasdelsolhealthcare.com/locations/las-palmas-medical-center,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/74-2499952_LAS-PALMAS-MEDICAL-CENTER_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,json,OK,200,cms-hpt.txt@www.laspalmasdelsolhealthcare.com,matched 'LAS PALMAS MEDICAL CENTER'
Laurel Ridge Treatment Center,,https://uhsfilecdn.eskycity.net/bh/432002326_laurel-ridge_standardcharges.csv,csv,OK,200,cms-hpt.txt@laurelridgetc.com,lenient matched 'Laurel Ridge Treatment Center'
Lavaca Medical Center,https://www.lavacamedcen.com/,https://www.lavacamedcen.com/docs/746240037_LavacaMedicalCenter_standardcharges.csv,csv,OK,200,cms-hpt.txt@www.lavacamedcen.com,matched 'Lavaca Medical Center'
Legent Hospital for Special Surgery Plano,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
